Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N
sp|A5YKK6|CNOT1_HUMAN	A5YKK6	CNOT1_HUMAN	CNOT1	2376	Homo sapiens	CCR4-NOT transcription complex subunit 1	1:Experimental evidence at protein level	11.07	1.0000	0.9990	27	27	27	34	34	34	31550583	31550583	31550583	10K(304.2071), 11K(304.2071), 11M(15.9949), 12K(304.2071), 15C(57.0214), 15K(304.2071), 15M(15.9949), 16K(304.2071), 19C(57.0214), 1K(304.2071), 20C(57.0214), 24K(304.2071), 2C(57.0214), 2K(304.2071), 2M(15.9949), 3C(57.0214), 3M(15.9949), 5M(15.9949), 6M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)			2828441.5645	3108226.1172	3199134.3711	4330532.7109	4148532.1328	4061761.3672	2871106.0098	3655191.8945	2887393.3965	3221429.5430	2844964.8770	2431038.9111	76436.2202	36454.3257	0.0000	0.0000
sp|A6NCE7|MP3B2_HUMAN	A6NCE7	MP3B2_HUMAN	MAP1LC3B2	125	Homo sapiens	Microtubule-associated proteins 1A/1B light chain 3 beta 2	1:Experimental evidence at protein level	42.40	1.0000	0.9990	6	0	6	7	0	7	69336858	     0	69336858	14K(304.2071), 4K(304.2071), 6K(304.2071), 7K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071)		sp|Q9GZQ8|MLP3B_HUMAN	421926.1738	440393.7490	446788.7012	541064.1758	568736.0645	610875.6152	516021.1289	723891.2754	709103.2285	339018.4668	377693.2695	269745.4878	13166.0241	7207.3112	0.0000	0.0000
sp|A6NDB9|PALM3_HUMAN	A6NDB9	PALM3_HUMAN	PALM3	673	Homo sapiens	Paralemmin-3	1:Experimental evidence at protein level	11.59	1.0000	0.9990	6	6	6	6	6	6	6130295	6130295	6130295	10K(304.2071), 11K(304.2071), 17K(304.2071), 1K(304.2071), 5C(57.0214), N-term(304.2071)			175268.3838	196807.8682	208876.5757	772755.5195	707350.6406	680961.3789	188003.4326	256030.0229	197532.2710	565205.1641	515673.8789	398782.2305	9820.0837	5408.5924	0.0000	0.0000
sp|A6NDG6|PGP_HUMAN	A6NDG6	PGP_HUMAN	PGP	321	Homo sapiens	Glycerol-3-phosphate phosphatase	1:Experimental evidence at protein level	26.48	1.0000	0.9990	7	7	7	8	8	8	12763815	12763815	12763815	10K(304.2071), 14M(15.9949), 7C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)			518088.8379	515901.2637	582905.1387	548911.2578	543392.5938	582216.5078	555721.3555	677373.4180	594984.9688	365843.2168	306339.5527	258341.6953	9276.6251	1388.5161	0.0000	0.0000
sp|A6NDU8|RIMC1_HUMAN	A6NDU8	RIMC1_HUMAN	RIMOC1	294	Homo sapiens	RAB7A-interacting MON1-CCZ1 complex subunit 1	1:Experimental evidence at protein level	24.49	1.0000	0.9990	5	5	5	5	5	5	16352140	16352140	16352140	10K(304.2071), 20K(304.2071), 21C(57.0214), 25K(304.2071), 2C(57.0214), 3C(57.0214), 4M(15.9949), 5C(57.0214), 7K(304.2071), N-term(304.2071)			517361.5273	566574.7344	617045.3594	587230.9180	596865.9727	617643.3008	616214.7109	781907.8906	640423.7734	437852.2539	344278.5098	290096.5781	14519.6963	6323.0555	0.0000	0.0000
sp|A6NFI3|ZN316_HUMAN	A6NFI3	ZN316_HUMAN	ZNF316	1004	Homo sapiens	Zinc finger protein 316	1:Experimental evidence at protein level	10.66	1.0000	0.9990	7	6	7	10	9	10	2557693	2557693	2557693	10C(57.0214), 12C(57.0214), 13C(57.0214), 16C(57.0214), 17K(304.2071), 23K(304.2071), 4C(57.0214), 6K(304.2071), N-term(304.2071)			372908.5938	402134.2246	404310.7500	512447.6660	493057.5176	479203.5059	402218.2070	559491.0684	416464.3652	380786.2227	346997.1992	307350.8076	8726.3303	0.0000	0.0000	0.0000
sp|A6NGN9|IGLO5_HUMAN	A6NGN9	IGLO5_HUMAN	IGLON5	336	Homo sapiens	IgLON family member 5	1:Experimental evidence at protein level	21.43	1.0000	0.9990	7	7	7	12	12	12	21696256	21696256	21696256	11K(304.2071), 8C(57.0214), 8M(15.9949), N-term(304.2071)			280559.6436	333082.5332	381232.2842	2413461.5156	2403724.2969	2272215.2109	383742.0273	518998.4121	348036.2783	1403059.0898	1560138.2695	1158590.8672	50524.4246	21431.1820	0.0000	0.0000
sp|A6NHL2|TBAL3_HUMAN	A6NHL2	TBAL3_HUMAN	TUBAL3	446	Homo sapiens	Tubulin alpha chain-like 3	1:Experimental evidence at protein level	21.30	1.0000	0.9990	10	3	3	97	7	7	1709107784	2562224	1709107784	11M(15.9949), 15C(57.0214), 15M(15.9949), 18K(304.2071), 24K(304.2071), N-term(304.2071)			295758.0879	425375.9023	440898.7930	786413.1875	712608.4531	753689.1172	298717.7520	378236.9141	269026.9297	532294.3008	419524.1328	361452.7227	24990.8193	21661.8733	0.0000	0.0000
sp|A6NHQ2|FBLL1_HUMAN	A6NHQ2	FBLL1_HUMAN	FBLL1	334	Homo sapiens	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1	3:Protein inferred from homology	13.17	1.0000	0.9990	5	4	4	5	4	4	7990369	7990369	7990369	10K(304.2071), 12K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)			421774.8262	460112.3691	497635.7188	759497.6289	734377.6992	673696.6641	392152.8867	544069.7344	392502.4453	590271.9297	496043.5859	444918.2656	12940.1973	5497.2688	0.0000	0.0000
sp|A6NHR9|SMHD1_HUMAN	A6NHR9	SMHD1_HUMAN	SMCHD1	2005	Homo sapiens	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	1:Experimental evidence at protein level	3.34	1.0000	0.9990	6	6	6	6	6	6	1800090	1800090	1800090	17C(57.0214), 19K(304.2071), 4M(15.9949), 7C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			134498.4375	171077.1621	161311.9941	398684.1328	386544.7734	357129.1504	171894.4219	222321.9219	171698.3555	266683.2070	290029.6836	257887.9414	8576.8647	6159.9305	0.0000	0.0000
sp|A6NIH7|U119B_HUMAN	A6NIH7	U119B_HUMAN	UNC119B	251	Homo sapiens	Protein unc-119 homolog B	1:Experimental evidence at protein level	35.06	1.0000	0.9990	7	7	7	12	12	12	19991332	19991332	19991332	10K(304.2071), 17K(304.2071), 1K(304.2071), 20K(304.2071), 2K(304.2071), 2M(15.9949), 3C(57.0214), 7C(57.0214), 8K(304.2071), N-term(304.2071)			2435906.2988	2383101.5977	2704416.9590	2308869.5625	2281517.0020	2152851.5840	2754848.0684	3751633.5059	3153604.9844	1845544.4043	1703426.7471	1596701.6768	49421.9541	28478.6594	0.0000	1377.5518
sp|A6NJ78|MET15_HUMAN	A6NJ78	MET15_HUMAN	METTL15	407	Homo sapiens	12S rRNA N4-methylcytidine (m4C) methyltransferase	1:Experimental evidence at protein level	6.63	1.0000	0.9990	2	2	2	2	2	2	408788	408788	408788	N-term(304.2071)			16083.8740	17602.9512	18602.9727	50982.9609	58005.4609	52004.6484	16453.5371	24019.0039	17098.9590	38625.0078	54820.9883	38060.1797	2971.0842	2032.6077	0.0000	0.0000
sp|A6NKG5|RTL1_HUMAN	A6NKG5	RTL1_HUMAN	RTL1	1358	Homo sapiens	Retrotransposon-like protein 1	3:Protein inferred from homology	1.55	1.0000	0.9990	2	2	2	2	2	2	1607479	1607479	1607479	11K(304.2071), N-term(304.2071)			68852.4805	86305.0273	87401.4844	115287.9727	132904.8086	115129.8359	147258.8984	191579.7656	146563.8555	125309.9883	120781.1641	102517.0352	3550.0320	0.0000	0.0000	0.0000
sp|A6NKN8|PC4L1_HUMAN	A6NKN8	PC4L1_HUMAN	PCP4L1	68	Homo sapiens	Purkinje cell protein 4-like protein 1	3:Protein inferred from homology	23.53	1.0000	0.9990	2	2	2	2	2	2	3290668	3290668	3290668	14K(304.2071), 16K(304.2071), N-term(304.2071)			333879.8438	366470.5938	384054.3750	294881.9531	334530.0312	340868.1562	192555.5703	231326.6719	182575.3672	143328.5781	131178.2422	98261.6914	3235.5027	1351.1006	0.0000	0.0000
sp|A6NNZ2|TBB8B_HUMAN	A6NNZ2	TBB8B_HUMAN	TUBB8B	444	Homo sapiens	Tubulin beta 8B	1:Experimental evidence at protein level	28.83	1.0000	0.9989	14	2	2	250	6	6	2977825664	997217	2977825664	10C(57.0214), 12C(57.0214), 17K(304.2071), 19K(304.2071), N-term(304.2071), N-term(42.0106)			265014.0156	243891.7109	264108.8516	320492.7070	343952.1133	332653.7266	275802.2773	291018.9609	252119.5312	258076.3203	233320.1992	206544.5742	8388.8193	5227.1794	0.0000	0.0000
sp|A6QL63|ABTB3_HUMAN	A6QL63	ABTB3_HUMAN	ABTB3	1104	Homo sapiens	Ankyrin repeat and BTB/POZ domain-containing protein 3	2:Experimental evidence at transcript level	5.89	1.0000	0.9990	4	4	4	5	5	5	3916688	3916688	3916688	27K(304.2071), 2C(57.0214), 3K(304.2071), 4C(57.0214), 6C(57.0214), 8C(57.0214), 9M(15.9949), N-term(304.2071)			346208.0352	356255.9141	403422.3320	446330.6641	441676.3555	413892.4590	339424.5566	484387.3398	396266.4102	310418.6016	319277.2852	279553.2324	10828.4873	5919.3121	0.0000	0.0000
sp|A7E2V4|ZSWM8_HUMAN	A7E2V4	ZSWM8_HUMAN	ZSWIM8	1837	Homo sapiens	Zinc finger SWIM domain-containing protein 8	1:Experimental evidence at protein level	2.50	1.0000	0.9990	3	3	3	3	3	3	1493164	1493164	1493164	1K(304.2071), 6C(57.0214), N-term(304.2071)			205776.8594	212462.3672	220936.6875	220155.9922	215831.8594	199658.5000	217587.5938	298364.4180	255206.7227	167587.0312	183760.7500	165305.4531	5931.5532	1831.1207	0.0000	0.0000
sp|A7KAX9|RHG32_HUMAN	A7KAX9	RHG32_HUMAN	ARHGAP32	2087	Homo sapiens	Rho GTPase-activating protein 32	1:Experimental evidence at protein level	2.73	1.0000	0.9990	6	6	6	6	6	6	2360502	2360502	2360502	10K(304.2071), 14K(304.2071), 2K(304.2071), 7K(304.2071), 7M(15.9949), 8K(304.2071), N-term(304.2071)			524139.7969	594012.8164	673516.9219	957064.0859	997240.1016	884172.3242	566660.8398	740933.9570	582919.9648	701562.5234	675852.3438	577368.8906	19578.3097	10122.3674	0.0000	0.0000
sp|A7MBM2|DISP2_HUMAN	A7MBM2	DISP2_HUMAN	DISP2	1401	Homo sapiens	Protein dispatched homolog 2	2:Experimental evidence at transcript level	4.57	1.0000	0.9990	4	4	4	4	4	4	3176658	3176658	3176658	12M(15.9949), 16C(57.0214), 3C(57.0214), 7K(304.2071), N-term(304.2071)			82873.0176	101661.0186	114510.3086	418803.5312	427599.3281	395682.0703	96118.4648	140516.1426	113230.6973	336522.9844	402901.3906	302925.7617	11424.6049	4495.2245	0.0000	0.0000
sp|A7XYQ1|SOBP_HUMAN	A7XYQ1	SOBP_HUMAN	SOBP	873	Homo sapiens	Sine oculis-binding protein homolog	1:Experimental evidence at protein level	4.70	1.0000	0.9990	3	3	3	3	3	3	2704709	2704709	2704709	8C(57.0214), 8K(304.2071), N-term(304.2071)			89449.7998	99595.3887	108847.3574	344084.6016	369245.3633	331920.4102	106908.2559	148934.5703	140626.4980	308690.6055	336681.4141	260491.9785	6738.4438	3423.0593	0.0000	0.0000
sp|A8CG34|P121C_HUMAN	A8CG34	P121C_HUMAN	POM121C	1229	Homo sapiens	Nuclear envelope pore membrane protein POM 121C	1:Experimental evidence at protein level	3.09	1.0000	0.9990	3	0	3	3	0	3	1200676	     0	1200676	N-term(304.2071)		sp|Q96HA1|P121A_HUMAN	66295.2732	68640.9331	90045.8252	265374.2188	276403.9648	236116.4844	69807.7124	92714.2964	79986.3462	191650.0547	216790.3828	168936.9141	6813.2642	1360.0637	0.0000	0.0000
sp|A8K855|EFCB7_HUMAN	A8K855	EFCB7_HUMAN	EFCAB7	629	Homo sapiens	EF-hand calcium-binding domain-containing protein 7	1:Experimental evidence at protein level	4.13	1.0000	0.9990	3	3	3	3	3	3	27560580	27560580	27560580	9K(304.2071), N-term(304.2071)			252654.5000	247308.4004	265711.2539	252624.8818	271567.4082	257121.6621	275299.3516	372933.6387	297064.3223	215552.5420	205749.6699	177297.9824	3927.3894	1488.4764	0.0000	0.0000
sp|A8MVW0|F1712_HUMAN	A8MVW0	F1712_HUMAN	FAM171A2	826	Homo sapiens	Protein FAM171A2	1:Experimental evidence at protein level	11.38	1.0000	0.9990	7	7	7	10	10	10	9083267	9083267	9083267	N-term(304.2071)			122452.4165	126494.6089	148587.4170	658033.4688	663825.2188	614599.7734	148376.3906	201816.2725	163638.6914	460318.7559	578781.7090	457642.0840	13170.4420	2998.4210	0.0000	0.0000
sp|A8MWY0|ELAP2_HUMAN	A8MWY0	ELAP2_HUMAN	ELAPOR2	1029	Homo sapiens	Endosome/lysosome-associated apoptosis and autophagy regulator family member 2	1:Experimental evidence at protein level	13.61	1.0000	0.9990	9	9	9	10	10	10	3562550	3562550	3562550	10C(57.0214), 10K(304.2071), 11K(304.2071), 12K(304.2071), 13C(57.0214), 15C(57.0214), 16C(57.0214), 18K(304.2071), 1C(57.0214), 21C(57.0214), 24K(304.2071), 2C(57.0214), 2K(304.2071), 3C(57.0214), 5C(57.0214), 6C(57.0214), 8C(57.0214), N-term(304.2071)			215414.7769	282291.2334	278203.6748	1414263.6641	1353112.1055	1295872.5273	258500.4912	382577.9434	272194.7031	1023317.3223	928954.8008	712078.2695	25019.0166	12220.2397	0.0000	0.0000
sp|A9UHW6|MI4GD_HUMAN	A9UHW6	MI4GD_HUMAN	MIF4GD	222	Homo sapiens	MIF4G domain-containing protein	1:Experimental evidence at protein level	15.77	1.0000	0.9990	4	4	4	4	4	4	4119625	4119625	4119625	13K(304.2071), 4K(304.2071), 7K(304.2071), N-term(304.2071)			289431.6016	327058.6484	376927.2148	436435.6094	409192.1719	444315.7422	291379.2695	355768.0703	316511.6484	292593.8398	297071.8281	244023.1211	9622.6642	3259.5372	0.0000	0.0000
sp|B1AK53|ESPN_HUMAN	B1AK53	ESPN_HUMAN	ESPN	854	Homo sapiens	Espin	1:Experimental evidence at protein level	5.74	1.0000	0.9990	5	4	4	5	4	4	3778757	2496849	3778757	15K(304.2071), 3K(304.2071), 9K(304.2071), N-term(304.2071)			161434.2207	231072.6523	233378.1914	294369.0508	366332.6680	340484.6992	285026.5312	431718.0078	400596.2383	281777.1211	351412.1797	342430.2383	12428.3463	6169.2449	0.0000	0.0000
sp|B2RTY4|MYO9A_HUMAN	B2RTY4	MYO9A_HUMAN	MYO9A	2548	Homo sapiens	Unconventional myosin-IXa	1:Experimental evidence at protein level	1.26	1.0000	0.9990	3	3	3	3	3	3	5698496	5698496	5698496	9K(304.2071), N-term(304.2071)			132710.2539	143853.4570	153548.6016	182014.1719	179140.7891	168369.5195	171293.6328	228567.5312	191754.4844	158007.0664	164159.6211	130471.4414	5312.4617	1664.8716	0.0000	0.0000
sp|B5ME19|EIFCL_HUMAN	B5ME19	EIFCL_HUMAN	EIF3CL	914	Homo sapiens	Eukaryotic translation initiation factor 3 subunit C-like protein	1:Experimental evidence at protein level	32.71	1.0000	0.9990	34	0	34	42	0	42	62210098	     0	62210098	10K(304.2071), 10M(15.9949), 11K(304.2071), 13K(304.2071), 14M(15.9949), 17K(304.2071), 1C(57.0214), 1K(304.2071), 23C(57.0214), 27M(15.9949), 2C(57.0214), 2K(304.2071), 2M(15.9949), 3K(304.2071), 3M(15.9949), 5K(304.2071), 5M(15.9949), 6K(304.2071), 6M(15.9949), 7C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)		sp|Q99613|EIF3C_HUMAN	3787489.1562	3978048.3516	4226794.4678	4533970.8379	4618276.6152	4182336.0215	3901444.1973	5143121.7246	4149863.6387	3449207.2168	3059886.5703	2681098.5879	67538.2310	19642.1121	0.0000	1105.0560
sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	2078	Homo sapiens	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	1:Experimental evidence at protein level	2.36	1.0000	0.9990	4	4	4	6	6	6	120666237	120666237	120666237	14K(304.2071), 15K(304.2071), 6M(15.9949), N-term(304.2071)			733411.7305	739011.2812	820680.6016	810172.2070	709110.7695	722030.4688	673763.6562	760503.8672	626253.1406	548254.9219	355627.3984	323789.5312	7315.7688	1514.7924	0.0000	0.0000
sp|E9PRG8|CK098_HUMAN	E9PRG8	CK098_HUMAN	C11orf98	123	Homo sapiens	Uncharacterized protein C11orf98	4:Protein predicted	27.64	1.0000	0.9990	3	3	3	3	3	3	1106223	1106223	1106223	10K(304.2071), 3M(15.9949), 7K(304.2071), N-term(304.2071)			134681.7578	114094.1367	166999.5977	180848.3906	236799.8242	148726.7227	159097.6992	190786.2090	206613.8828	158169.6387	135347.8945	111199.9551	2607.1066	1907.0145	0.0000	0.0000
sp|O00115|DNS2A_HUMAN	O00115	DNS2A_HUMAN	DNASE2	360	Homo sapiens	Deoxyribonuclease-2-alpha	1:Experimental evidence at protein level	5.28	1.0000	0.9990	2	2	2	3	3	3	5845625	5845625	5845625	7K(304.2071), N-term(304.2071)			123229.5127	122022.0918	154270.7188	431611.3789	468701.6328	474310.6250	267620.8262	358326.6367	346964.5059	541909.2891	740984.8281	507270.2695	14262.2539	7086.6580	0.0000	0.0000
sp|O00116|ADAS_HUMAN	O00116	ADAS_HUMAN	AGPS	658	Homo sapiens	Alkyldihydroxyacetonephosphate synthase, peroxisomal	1:Experimental evidence at protein level	23.40	1.0000	0.9990	13	13	13	16	16	16	18236901	18236901	18236901	10C(57.0214), 10M(15.9949), 12K(304.2071), 15C(57.0214), 1C(57.0214), 22K(304.2071), 23K(304.2071), 24K(304.2071), 3K(304.2071), 8K(304.2071), N-term(304.2071)			273850.7939	396573.2639	388497.9502	2003714.7930	1974343.3477	1937757.8691	408785.4521	590522.8291	419494.4053	2142872.9531	2252442.3672	1788734.0840	68628.4796	39827.3531	0.0000	0.0000
sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	KIF2A	706	Homo sapiens	Kinesin-like protein KIF2A	1:Experimental evidence at protein level	38.24	1.0000	0.9990	29	28	29	55	51	55	27749312	27749312	27749312	11K(304.2071), 11M(15.9949), 13M(15.9949), 14C(57.0214), 14M(15.9949), 15C(57.0214), 15K(304.2071), 15M(15.9949), 16C(57.0214), 16M(15.9949), 17K(304.2071), 17M(15.9949), 1C(57.0214), 1K(304.2071), 29K(304.2071), 2C(57.0214), 2M(15.9949), 30K(304.2071), 3C(57.0214), 3M(15.9949), 4K(304.2071), 4M(15.9949), 5C(57.0214), 5K(304.2071), 5M(15.9949), 6K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			3175245.2217	3256607.0967	3611260.2402	5531280.5000	5647189.1133	5206501.0586	3935435.7725	5476518.7305	4263789.3906	3989691.0889	3993049.2881	3341370.6582	116332.5326	47044.9347	0.0000	0.0000
sp|O00142|KITM_HUMAN	O00142	KITM_HUMAN	TK2	265	Homo sapiens	Thymidine kinase 2, mitochondrial	1:Experimental evidence at protein level	12.08	1.0000	0.9990	3	3	3	3	3	3	4620381	4620381	4620381	13K(304.2071), 4C(57.0214), 6C(57.0214), N-term(304.2071)			25880.3003	34749.2891	42575.0493	295073.9922	284106.6875	264657.2969	40424.0601	58015.8311	48127.7451	294652.1328	327649.4570	239574.4258	6977.3323	1697.9535	0.0000	0.0000
sp|O00148|DX39A_HUMAN	O00148	DX39A_HUMAN	DDX39A	427	Homo sapiens	ATP-dependent RNA helicase DDX39A	1:Experimental evidence at protein level	28.34	1.0000	0.9990	10	3	3	13	4	4	62170514	6631662	62170514	2C(57.0214), 6C(57.0214), 7C(57.0214), 9K(304.2071), N-term(304.2071)			158431.2891	171007.8359	189402.9062	377891.2188	358129.5156	324721.6719	183766.6328	222779.6797	194245.4766	302021.5078	252603.2422	234053.8984	7022.2871	3580.7268	0.0000	0.0000
sp|O00151|PDLI1_HUMAN	O00151	PDLI1_HUMAN	PDLIM1	329	Homo sapiens	PDZ and LIM domain protein 1	1:Experimental evidence at protein level	9.42	1.0000	0.9990	2	2	2	2	2	2	1077821	1077821	1077821	3M(15.9949), 5K(304.2071), N-term(304.2071)			87731.3984	89135.4355	106633.1660	122519.9785	120600.1738	128024.8203	154277.1445	177382.5977	192872.0000	117360.6680	120358.7969	89868.8613	1662.2603	0.0000	0.0000	0.0000
sp|O00154|BACH_HUMAN	O00154	BACH_HUMAN	ACOT7	380	Homo sapiens	Cytosolic acyl coenzyme A thioester hydrolase	1:Experimental evidence at protein level	47.11	1.0000	0.9990	21	19	21	43	39	43	189993818	189993818	189993818	15K(304.2071), 16K(304.2071), 19K(304.2071), 1C(57.0214), 1K(304.2071), 1M(15.9949), 20K(304.2071), 2C(57.0214), 2M(15.9949), 3C(57.0214), 4K(304.2071), 5K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)			5161045.5137	5110876.2764	5660779.7539	4184609.3203	4120296.4746	3791887.0547	4004614.9531	5113469.0625	3954200.9795	2705203.0332	2269004.5513	1941194.1157	49963.2441	13824.8053	0.0000	0.0000
sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	Homo sapiens	Unconventional myosin-Ic	1:Experimental evidence at protein level	5.36	1.0000	0.9990	6	6	6	7	7	7	4932830	4932830	4932830	14K(304.2071), 19K(304.2071), 1C(57.0214), 2K(304.2071), 3K(304.2071), 5M(15.9949), 8K(304.2071), N-term(304.2071)			155874.3789	192633.0054	211237.8105	538813.3926	555990.3398	498893.4805	207579.2700	250270.1797	245024.5020	418262.7676	471855.1309	384003.7871	12937.5259	1889.9380	0.0000	0.0000
sp|O00161|SNP23_HUMAN	O00161	SNP23_HUMAN	SNAP23	211	Homo sapiens	Synaptosomal-associated protein 23	1:Experimental evidence at protein level	20.38	1.0000	0.9990	3	3	3	3	3	3	753382	753382	753382	1C(57.0214), 24K(304.2071), 2C(57.0214), 5C(57.0214), 7C(57.0214), 7K(304.2071), 9C(57.0214), N-term(304.2071)			36181.5518	43452.4717	52296.9482	160108.3828	154412.3359	183229.4062	51474.4316	67744.6074	53781.1162	140137.1250	149568.5117	111023.2305	8458.1223	0.0000	0.0000	0.0000
sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	HAX1	279	Homo sapiens	HCLS1-associated protein X-1	1:Experimental evidence at protein level	12.90	1.0000	0.9990	2	2	2	5	5	5	2168655	2168655	2168655	25K(304.2071), N-term(304.2071)			66488.3223	68788.9248	81340.3027	334022.2148	311022.4062	294930.3984	71987.1836	90104.3018	71847.0762	236443.2305	254372.9141	199988.2812	7558.7190	2627.2101	0.0000	0.0000
sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	Homo sapiens	AH receptor-interacting protein	1:Experimental evidence at protein level	25.45	1.0000	0.9990	8	8	8	9	9	9	19087232	19087232	19087232	10K(304.2071), 11K(304.2071), 17K(304.2071), 5K(304.2071), 6K(304.2071), 7C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			605434.8145	671901.2871	625734.0488	591789.5254	593837.4844	702527.1055	716230.3828	653048.7090	704133.1836	419265.1543	389750.2617	313261.7598	6694.7240	6672.6547	0.0000	0.0000
sp|O00178|GTPB1_HUMAN	O00178	GTPB1_HUMAN	GTPBP1	669	Homo sapiens	GTP-binding protein 1	1:Experimental evidence at protein level	41.11	1.0000	0.9990	21	21	21	29	29	29	17990633	17990633	17990633	10K(304.2071), 10M(15.9949), 11K(304.2071), 12C(57.0214), 12K(304.2071), 13K(304.2071), 14C(57.0214), 18K(304.2071), 1K(304.2071), 20K(304.2071), 2K(304.2071), 2M(15.9949), 32K(304.2071), 3K(304.2071), 40K(304.2071), 5C(57.0214), 7C(57.0214), 7K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)			3459035.0342	3336242.1758	4016630.6484	2929144.6875	2974871.5293	2760358.4951	3927169.1934	4987556.9062	3972385.5938	2548121.2734	2075672.0605	1875206.3350	60925.5427	33456.3235	0.0000	0.0000
sp|O00186|STXB3_HUMAN	O00186	STXB3_HUMAN	STXBP3	592	Homo sapiens	Syntaxin-binding protein 3	1:Experimental evidence at protein level	21.79	1.0000	0.9990	13	13	13	13	13	13	15029894	15029894	15029894	10K(304.2071), 10M(15.9949), 11C(57.0214), 11K(304.2071), 12M(15.9949), 14K(304.2071), 15K(304.2071), 17C(57.0214), 18K(304.2071), 2C(57.0214), 2K(304.2071), 3K(304.2071), 5C(57.0214), 6C(57.0214), 6K(304.2071), 6M(15.9949), 7K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071)			442964.2637	529252.2944	564601.1426	2419006.1172	2316996.0430	2185064.4336	565658.3047	755272.9932	541518.2378	1749522.3828	1641294.2520	1270777.2637	42802.3688	12630.4182	0.0000	1041.3749
sp|O00192|ARVC_HUMAN	O00192	ARVC_HUMAN	ARVCF	962	Homo sapiens	Splicing regulator ARVCF	1:Experimental evidence at protein level	22.04	1.0000	0.9990	18	18	18	24	24	24	51734192	51734192	51734192	10C(57.0214), 10K(304.2071), 11K(304.2071), 12C(57.0214), 14M(15.9949), 15K(304.2071), 16K(304.2071), 1K(304.2071), 21M(15.9949), 3M(15.9949), 5C(57.0214), 5K(304.2071), 5M(15.9949), 7C(57.0214), 9K(304.2071), 9M(15.9949), N-term(304.2071)			791603.0640	904333.0898	1017108.3760	4127029.0273	4306358.7109	3889401.2773	992152.6748	1307869.8457	1015220.6191	3497026.5898	3911112.8672	3004944.0977	95718.3120	43354.5391	0.0000	0.0000
sp|O00193|SMAP_HUMAN	O00193	SMAP_HUMAN	SMAP	183	Homo sapiens	Small acidic protein	1:Experimental evidence at protein level	21.31	1.0000	0.9990	3	3	3	7	7	7	13727655	13727655	13727655	20M(15.9949), 23K(304.2071), 2M(15.9949), 6K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)			1351253.3281	1580188.6562	1877246.5781	1187205.8516	1575851.0781	1394768.1797	1718909.8594	2169081.2266	1891443.5625	991974.7773	882305.3516	725949.5508	25860.2648	13211.8373	0.0000	0.0000
