Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N
sp|A5YKK6|CNOT1_HUMAN	A5YKK6	CNOT1_HUMAN	CNOT1	2376	false	false	Homo sapiens	CCR4-NOT transcription complex subunit 1	1:Experimental evidence at protein level	15.28	1.0000	0.9990	0.00000000000000	38	38	38	42	42	42	23972083	23972083	23972083	10K(304.2072), 11K(304.2072), 12K(304.2072), 13K(304.2072), 15K(304.2072), 16K(304.2072), 1C(57.0215), 1K(304.2072), 2C(57.0215), 2K(304.2072), 4K(304.2072), 4M(15.9949), 5M(15.9949), 6M(15.9949), 7K(304.2072), 7M(15.9949), 8K(304.2072), 9K(304.2072), N-term(304.2072)			1235631.8770	947744.5928	1573610.6396	1455959.7686	1654211.9072	1524829.0645	1127440.3828	1249835.0488	1292779.4463	1765020.1660	1673732.3320	1871380.1211	39340.8810	21257.9745	0.0000	0.0000
sp|A6NCE7|MP3B2_HUMAN	A6NCE7	MP3B2_HUMAN	MAP1LC3B2	125	false	false	Homo sapiens	Microtubule-associated proteins 1A/1B light chain 3 beta 2	1:Experimental evidence at protein level	27.20	1.0000	0.9990	0.00000000000000	4	0	2	7	0	4	25755168	     0	25755168	14K(304.2072), 6K(304.2072), 9M(15.9949), N-term(304.2072)		sp|Q9GZQ8|MLP3B_HUMAN	124282.3457	100617.1797	189171.9414	90721.6025	106394.5605	92589.4434	81549.6807	72979.3223	96679.8027	79781.2207	66741.5146	79631.5615	0.0000	1398.1979	0.0000	0.0000
sp|A6NCS6|CB072_HUMAN	A6NCS6	CB072_HUMAN	C2orf72	295	false	false	Homo sapiens	Uncharacterized protein C2orf72	1:Experimental evidence at protein level	15.25	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	2771940	2771940	2771940	2C(57.0215), N-term(304.2072)			38670.4199	27950.3320	46442.6318	34283.0845	36347.6567	37598.4072	148493.0996	156174.3926	179166.0078	120935.5820	101462.4688	101150.1973	2363.0732	0.0000	0.0000	0.0000
sp|A6NDG6|PGP_HUMAN	A6NDG6	PGP_HUMAN	PGP	321	false	false	Homo sapiens	Glycerol-3-phosphate phosphatase	1:Experimental evidence at protein level	13.40	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	1310539	1310539	1310539	10K(304.2072), 7C(57.0215), 7K(304.2072), N-term(304.2072)			207668.6406	160274.9590	309563.5391	208129.4160	208513.2617	204530.3457	98182.7227	108666.4863	114912.6562	115462.2256	95455.5679	115692.9990	1462.0276	0.0000	0.0000	0.0000
sp|A6NDU8|RIMC1_HUMAN	A6NDU8	RIMC1_HUMAN	RIMOC1	294	false	false	Homo sapiens	RAB7A-interacting MON1-CCZ1 complex subunit 1	1:Experimental evidence at protein level	15.99	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	1024530	1024530	1024530	21C(57.0215), 25K(304.2072), 2C(57.0215), 3C(57.0215), 7K(304.2072), N-term(304.2072)			84227.9585	80647.7305	133763.3838	125419.9941	131250.7578	126522.4160	54488.3086	72136.1748	77101.9873	67450.8970	59280.6431	56375.5117	0.0000	0.0000	0.0000	0.0000
sp|A6NE02|BTBDH_HUMAN	A6NE02	BTBDH_HUMAN	BTBD17	478	false	false	Homo sapiens	BTB/POZ domain-containing protein 17	3:Protein inferred from homology	8.58	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	3033203	3033203	3033203	6M(15.9949), N-term(304.2072)			60131.0410	49262.8506	81526.7148	65327.2510	73361.0684	70264.3320	130508.8848	163677.8789	175975.6602	176014.6523	148024.2812	153343.0000	3927.8452	1665.0930	0.0000	0.0000
sp|A6NFI3|ZN316_HUMAN	A6NFI3	ZN316_HUMAN	ZNF316	1004	false	false	Homo sapiens	Zinc finger protein 316	1:Experimental evidence at protein level	3.69	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	1340138	1340138	1340138	1C(57.0215), 4C(57.0215), N-term(304.2072)			60051.1719	46656.7891	77770.4473	56892.0625	59885.7754	54767.2852	40970.9062	44630.3125	55072.8945	41935.5879	39749.0547	40949.6035	0.0000	1038.7092	0.0000	0.0000
sp|A6NGN9|IGLO5_HUMAN	A6NGN9	IGLO5_HUMAN	IGLON5	336	false	false	Homo sapiens	IgLON family member 5	1:Experimental evidence at protein level	20.24	1.0000	0.9990	0.00000000000000	5	5	5	10	10	10	19852470	19852470	19852470	11K(304.2072), 8C(57.0215), 8M(15.9949), N-term(304.2072)			147732.6733	114460.3464	196338.0981	142921.3743	161509.6030	152943.9504	977739.8477	693826.9375	777292.4727	517242.5566	489093.2617	489936.2305	14501.0415	8485.3237	0.0000	0.0000
sp|A6NHL2|TBAL3_HUMAN	A6NHL2	TBAL3_HUMAN	TUBAL3	446	false	false	Homo sapiens	Tubulin alpha chain-like 3	1:Experimental evidence at protein level	14.35	1.0000	0.9990	0.00000000000000	6	2	2	71	5	5	1155623200	2268090	1155623200	11M(15.9949), 15M(15.9949), 18K(304.2072), N-term(304.2072)			134094.9678	111262.6826	152992.5059	112165.4199	113419.6582	107378.4092	71337.3896	80859.7920	78776.8496	74520.0146	69067.4634	80088.0215	0.0000	2007.2632	0.0000	0.0000
sp|A6NHQ2|FBLL1_HUMAN	A6NHQ2	FBLL1_HUMAN	FBLL1	334	false	false	Homo sapiens	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1	3:Protein inferred from homology	22.46	1.0000	0.9990	0.00000000000000	8	7	7	11	9	9	5022043	5022043	5022043	10K(304.2072), 12K(304.2072), 3M(15.9949), 7K(304.2072), 9K(304.2072), N-term(304.2072)			250558.1094	204752.1162	285636.7910	182851.9746	202199.7949	222969.6914	335898.3789	389983.0518	408172.0098	340670.0840	323454.3955	342921.0625	12757.1174	9560.5322	0.0000	0.0000
sp|A6NHX0|CAST2_HUMAN	A6NHX0	CAST2_HUMAN	CASTOR2	329	false	false	Homo sapiens	Cytosolic arginine sensor for mTORC1 subunit 2	1:Experimental evidence at protein level	10.94	1.0000	0.9990	0.00000000000000	3	3	3	5	5	5	4612636	4612636	4612636	12K(304.2072), 6K(304.2072), N-term(304.2072)			280718.9482	245667.1777	378928.6953	334116.7129	346153.5137	364770.5039	148888.4824	181727.3975	177386.6592	172213.7637	147421.4023	162101.1396	2450.0779	3764.6736	0.0000	0.0000
sp|A6NIH7|U119B_HUMAN	A6NIH7	U119B_HUMAN	UNC119B	251	false	false	Homo sapiens	Protein unc-119 homolog B	1:Experimental evidence at protein level	21.51	1.0000	0.9990	0.00000000000000	5	4	5	6	5	6	8895494	8438583	8895494	10K(304.2072), 17K(304.2072), 2M(15.9949), N-term(304.2072)			276150.2754	230326.4668	445664.2617	396442.3496	469818.7773	376547.7812	174084.5830	196244.1152	201939.4795	257133.9629	224902.3379	186670.1406	1632.2798	1157.7600	0.0000	0.0000
sp|A6NNZ2|TBB8B_HUMAN	A6NNZ2	TBB8B_HUMAN	TUBB8B	444	false	false	Homo sapiens	Tubulin beta 8B	1:Experimental evidence at protein level	28.83	1.0000	0.9982	0.00085120871638	12	2	2	162	3	3	1316949888	2500157	1316949888	10C(57.0215), 12C(57.0215), 17K(304.2072), 19K(304.2072), N-term(304.2072)			190348.8066	236486.6641	268358.2969	169175.1914	153127.4766	152821.0566	65004.6816	109125.8848	88950.3418	67293.6133	56996.5625	76204.8555	2104.6497	1814.1801	0.0000	0.0000
sp|A7KAX9|RHG32_HUMAN	A7KAX9	RHG32_HUMAN	ARHGAP32	2087	false	false	Homo sapiens	Rho GTPase-activating protein 32	1:Experimental evidence at protein level	2.68	1.0000	0.9990	0.00000000000000	5	4	5	5	4	5	1881340	1127367	1881340	10K(304.2072), 11K(304.2072), 14K(304.2072), 15K(304.2072), N-term(304.2072)			127009.5352	104489.7207	156262.1211	100496.2129	111849.4863	111288.3672	85228.5615	98592.5127	93161.9580	105399.6924	94980.5654	107548.6680	2305.7375	0.0000	0.0000	0.0000
sp|A7MBM2|DISP2_HUMAN	A7MBM2	DISP2_HUMAN	DISP2	1401	false	false	Homo sapiens	Protein dispatched homolog 2	2:Experimental evidence at transcript level	2.71	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	7406867	7406867	7406867	1C(57.0215), 3C(57.0215), 7K(304.2072), N-term(304.2072)			51069.3569	40399.8257	67350.3931	49886.4167	49342.5879	49058.5996	155507.2910	199077.3945	204837.6758	208214.5039	203521.9648	220545.3125	2871.3572	1221.4008	0.0000	0.0000
sp|A8MVW0|F1712_HUMAN	A8MVW0	F1712_HUMAN	FAM171A2	826	false	false	Homo sapiens	Protein FAM171A2	1:Experimental evidence at protein level	16.46	1.0000	0.9990	0.00000000000000	10	10	10	11	11	11	6036271	6036271	6036271	11K(304.2072), 12K(304.2072), 7M(15.9949), N-term(304.2072)			129678.4573	99086.2461	166366.0525	117810.6855	122688.7039	120368.4792	370037.8711	451978.4453	481788.1191	351013.1494	344356.9238	374384.6328	4713.5894	1693.5027	0.0000	0.0000
sp|A8MWD9|RUXGL_HUMAN	A8MWD9	RUXGL_HUMAN	SNRPGP15	76	false	false	Homo sapiens	Putative small nuclear ribonucleoprotein G-like protein 15	5:Protein uncertain	35.53	1.0000	0.9990	0.00000000000000	4	0	4	8	0	8	4562041	     0	4562041	6M(15.9949), 7K(304.2072), 8K(304.2072), N-term(304.2072)		sp|P62308|RUXG_HUMAN	367030.4590	240726.0693	588213.2383	295244.2881	315275.7705	309471.0498	320170.9375	291671.3105	365924.2070	372905.8594	311967.8633	302161.7266	10490.3882	8836.8730	0.0000	0.0000
sp|A8MWY0|ELAP2_HUMAN	A8MWY0	ELAP2_HUMAN	ELAPOR2	1029	false	false	Homo sapiens	Endosome/lysosome-associated apoptosis and autophagy regulator family member 2	1:Experimental evidence at protein level	12.24	1.0000	0.9990	0.00000000000000	9	9	9	11	11	11	11342695	11342695	11342695	10C(57.0215), 10K(304.2072), 11K(304.2072), 12K(304.2072), 15C(57.0215), 18K(304.2072), 1C(57.0215), 21C(57.0215), 24K(304.2072), 2C(57.0215), 2K(304.2072), 3C(57.0215), 5C(57.0215), 5M(15.9949), 7K(304.2072), 9C(57.0215), N-term(304.2072)			145071.7563	110937.0649	194533.2480	111044.4229	122493.5811	107833.3240	550123.7422	641687.7695	739027.1270	527850.2520	543613.5449	561460.3281	14832.5934	10780.5431	0.0000	0.0000
sp|B5ME19|EIFCL_HUMAN	B5ME19	EIFCL_HUMAN	EIF3CL	914	false	false	Homo sapiens	Eukaryotic translation initiation factor 3 subunit C-like protein	1:Experimental evidence at protein level	32.17	1.0000	0.9990	0.00000000000000	36	0	36	52	0	52	60201928	     0	60201928	10K(304.2072), 10M(15.9949), 11K(304.2072), 12K(304.2072), 13K(304.2072), 16K(304.2072), 17M(15.9949), 1C(57.0215), 1K(304.2072), 2C(57.0215), 2K(304.2072), 5K(304.2072), 6K(304.2072), 6M(15.9949), 7C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)		sp|Q99613|EIF3C_HUMAN	2781004.8887	2094409.7002	3582769.0703	3436338.7383	3949763.3398	3791876.5449	1617392.7046	1744491.9565	1820243.6006	2976215.0957	2638135.8467	3197744.7852	67864.6895	44711.4260	0.0000	0.0000
sp|C9J798|RAS4B_HUMAN	C9J798	RAS4B_HUMAN	RASA4B	803	false	false	Homo sapiens	Ras GTPase-activating protein 4B	3:Protein inferred from homology	12.08	1.0000	0.9990	0.00000000000000	11	1	11	11	1	11	5491701	429717	5491701	10C(57.0215), 10K(304.2072), 13K(304.2072), 7K(304.2072), 8K(304.2072), 8M(15.9949), N-term(304.2072)			264337.1484	217297.8018	347902.3145	379024.8447	473381.4277	407325.5117	313658.9805	363590.4062	374159.7480	368368.0840	355454.1934	359091.7109	5200.8389	3195.4879	0.0000	0.0000
sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	2078	false	false	Homo sapiens	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	1:Experimental evidence at protein level	3.71	1.0000	0.9990	0.00000000000000	6	5	6	18	17	18	76424485	76424485	76424485	11M(15.9949), 13K(304.2072), 14K(304.2072), 15K(304.2072), 15M(15.9949), 6M(15.9949), 8K(304.2072), N-term(304.2072)			2252129.6328	1464088.0967	2882386.6465	2407274.1621	2677922.4531	2594792.8867	899467.7598	710391.4092	724430.6982	1067755.2178	870810.5215	1099043.1055	23619.8157	18050.7488	0.0000	0.0000
sp|E9PRG8|CK098_HUMAN	E9PRG8	CK098_HUMAN	C11orf98	123	false	false	Homo sapiens	Uncharacterized protein C11orf98	4:Protein predicted	27.64	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	3228035	3228035	3228035	10K(304.2072), 3M(15.9949), 8K(304.2072), N-term(304.2072)			113123.3809	75297.3975	142287.4258	146050.4570	128815.3867	143190.4824	70366.4463	68595.7363	69687.7686	130953.8926	112285.2383	130526.6328	1867.9990	1056.2499	0.0000	0.0000
sp|O00115|DNS2A_HUMAN	O00115	DNS2A_HUMAN	DNASE2	360	false	false	Homo sapiens	Deoxyribonuclease-2-alpha	1:Experimental evidence at protein level	8.33	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	4217070	4217070	4217070	5C(57.0215), 7K(304.2072), 9M(15.9949), N-term(304.2072)			89209.1406	71680.0020	155801.5078	84357.4355	86396.8828	73010.8359	96188.1211	80544.8125	96919.8516	76439.3496	68940.1387	64046.3340	3058.4465	1526.1733	0.0000	0.0000
sp|O00116|ADAS_HUMAN	O00116	ADAS_HUMAN	AGPS	658	false	false	Homo sapiens	Alkyldihydroxyacetonephosphate synthase, peroxisomal	1:Experimental evidence at protein level	22.64	1.0000	0.9990	0.00000000000000	14	14	14	16	16	16	8039531	8039531	8039531	10C(57.0215), 10M(15.9949), 12K(304.2072), 1C(57.0215), 1K(304.2072), 23K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			297834.0752	255533.2239	369481.0356	238465.1580	233438.3914	224163.9739	971849.5684	1083718.6211	1229825.7207	1303756.1836	1268443.1992	1185645.8125	32274.6110	20956.9780	0.0000	0.0000
sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	KIF2A	706	false	false	Homo sapiens	Kinesin-like protein KIF2A	1:Experimental evidence at protein level	41.08	1.0000	0.9990	0.00000000000000	27	26	27	38	36	38	13948284	13948284	13948284	10K(304.2072), 11K(304.2072), 13M(15.9949), 14M(15.9949), 15C(57.0215), 15K(304.2072), 16M(15.9949), 1C(57.0215), 1K(304.2072), 29K(304.2072), 2K(304.2072), 2M(15.9949), 4K(304.2072), 4M(15.9949), 5C(57.0215), 5M(15.9949), 6K(304.2072), 7K(304.2072), 8C(57.0215), 8K(304.2072), 9K(304.2072), N-term(304.2072)			1506364.6660	1251833.5068	1886299.0215	1407778.4990	1593768.4199	1502868.7607	1002178.8418	1057378.2803	1149165.0195	1488187.1289	1345382.1172	1435011.0645	35576.5289	14599.9969	0.0000	0.0000
sp|O00142|KITM_HUMAN	O00142	KITM_HUMAN	TK2	265	false	false	Homo sapiens	Thymidine kinase 2, mitochondrial	1:Experimental evidence at protein level	18.11	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	2502554	2502554	2502554	6C(57.0215), 8M(15.9949), N-term(304.2072)			60180.1055	49216.3828	84295.1953	31656.9072	31808.5840	26413.4980	114785.8027	123598.0605	145708.9141	137994.6660	128910.5312	113625.6562	1579.4045	0.0000	0.0000	0.0000
sp|O00148|DX39A_HUMAN	O00148	DX39A_HUMAN	DDX39A	427	false	false	Homo sapiens	ATP-dependent RNA helicase DDX39A	1:Experimental evidence at protein level	33.02	1.0000	0.9990	0.00000000000000	17	5	5	29	6	6	108095174	15741220	108095174	10M(15.9949), 16M(15.9949), 2C(57.0215), 2M(15.9949), 6C(57.0215), 7C(57.0215), 9K(304.2072), N-term(304.2072)			168296.7852	140830.3848	237178.3047	188894.1504	178228.7109	212314.3164	182693.5059	218744.9062	253484.2188	278507.4492	256196.0117	283231.3672	2430.3521	6840.4062	0.0000	0.0000
sp|O00154|BACH_HUMAN	O00154	BACH_HUMAN	ACOT7	380	false	false	Homo sapiens	Cytosolic acyl coenzyme A thioester hydrolase	1:Experimental evidence at protein level	42.37	1.0000	0.9990	0.00000000000000	15	13	15	24	21	24	57604694	36485302	57604694	15K(304.2072), 16K(304.2072), 1C(57.0215), 1K(304.2072), 20K(304.2072), 2C(57.0215), 2M(15.9949), 3C(57.0215), 5K(304.2072), 7K(304.2072), N-term(304.2072)			2103230.1113	1977608.9365	2992526.9512	2501439.9053	2444044.8076	2498479.6689	1287202.9175	1427201.8926	1440505.4790	1239471.1841	1079281.8535	1167284.5820	37650.8219	35787.5106	0.0000	0.0000
sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	false	false	Homo sapiens	Unconventional myosin-Ic	1:Experimental evidence at protein level	9.31	1.0000	0.9990	0.00000000000000	10	9	10	10	9	10	1886971	1745931	1886971	10K(304.2072), 15K(304.2072), 1C(57.0215), 1K(304.2072), 3K(304.2072), 5K(304.2072), 8K(304.2072), N-term(304.2072)			174483.1484	137496.5464	231609.3613	158354.9492	147867.9761	169928.5303	399961.6807	471636.1406	507690.6953	371151.6953	353927.5469	343303.9551	4327.6611	0.0000	0.0000	0.0000
sp|O00161|SNP23_HUMAN	O00161	SNP23_HUMAN	SNAP23	211	false	false	Homo sapiens	Synaptosomal-associated protein 23	1:Experimental evidence at protein level	15.17	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	752368	752368	752368	12C(57.0215), 17K(304.2072), 2K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)			25975.9619	18268.2021	32050.0225	17490.1636	24358.2441	21385.4678	213224.0156	177384.0859	213633.1016	84777.6523	62562.6895	59357.2090	1790.4972	0.0000	0.0000	0.0000
sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	HAX1	279	false	false	Homo sapiens	HCLS1-associated protein X-1	1:Experimental evidence at protein level	34.41	1.0000	0.9990	0.00000000000000	8	8	8	9	9	9	3317757	3317757	3317757	10M(15.9949), 25K(304.2072), 3K(304.2072), N-term(304.2072)			78963.5615	61470.2200	101940.4004	62564.8462	62274.3120	58871.7498	249131.7266	262249.0703	316184.8789	281556.6738	243908.2188	243334.4434	7489.6443	0.0000	0.0000	0.0000
sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	false	false	Homo sapiens	AH receptor-interacting protein	1:Experimental evidence at protein level	17.88	1.0000	0.9990	0.00000000000000	6	6	6	6	6	6	3060001	3060001	3060001	11K(304.2072), 2C(57.0215), 3C(57.0215), 6K(304.2072), 8K(304.2072), 8M(15.9949), N-term(304.2072)			101138.1519	84474.7285	152173.0391	117562.7285	134200.8350	119589.7402	62142.5068	78375.6680	79948.7188	78990.2100	89921.4082	74056.0957	2414.4585	0.0000	0.0000	0.0000
sp|O00178|GTPB1_HUMAN	O00178	GTPB1_HUMAN	GTPBP1	669	false	false	Homo sapiens	GTP-binding protein 1	1:Experimental evidence at protein level	22.42	1.0000	0.9990	0.00000000000000	14	14	14	19	19	19	8663727	8663727	8663727	10K(304.2072), 10M(15.9949), 11K(304.2072), 12C(57.0215), 12K(304.2072), 13K(304.2072), 18K(304.2072), 2K(304.2072), 4M(15.9949), 7C(57.0215), 7K(304.2072), 8M(15.9949), N-term(304.2072)			751677.0430	645716.2236	961936.8828	967629.0586	1028136.2734	1027064.7871	490900.4927	535541.1494	564531.0317	628489.8750	527864.6074	626842.0293	1839.4967	3932.9331	0.0000	0.0000
sp|O00186|STXB3_HUMAN	O00186	STXB3_HUMAN	STXBP3	592	false	false	Homo sapiens	Syntaxin-binding protein 3	1:Experimental evidence at protein level	33.28	1.0000	0.9990	0.00000000000000	21	21	21	23	23	23	9156441	9156441	9156441	10K(304.2072), 10M(15.9949), 11C(57.0215), 11K(304.2072), 12K(304.2072), 12M(15.9949), 14K(304.2072), 15K(304.2072), 1C(57.0215), 1K(304.2072), 2K(304.2072), 2M(15.9949), 3M(15.9949), 4C(57.0215), 5C(57.0215), 6C(57.0215), 6K(304.2072), 7C(57.0215), 7K(304.2072), 7M(15.9949), 8K(304.2072), 9K(304.2072), N-term(304.2072)			549344.4639	441300.6382	718822.9131	430084.6533	431611.4082	462887.6152	1285314.0410	1468983.1055	1748541.9883	1696041.9355	1586137.2695	1698809.4238	38990.0739	19324.6110	0.0000	0.0000
sp|O00192|ARVC_HUMAN	O00192	ARVC_HUMAN	ARVCF	962	false	false	Homo sapiens	Splicing regulator ARVCF	1:Experimental evidence at protein level	35.14	1.0000	0.9990	0.00000000000000	32	32	32	36	36	36	16027543	16027543	16027543	10K(304.2072), 10M(15.9949), 11K(304.2072), 15K(304.2072), 21M(15.9949), 2C(57.0215), 2K(304.2072), 3M(15.9949), 4M(15.9949), 5C(57.0215), 6C(57.0215), 7C(57.0215), 7K(304.2072), 9K(304.2072), 9M(15.9949), N-term(304.2072)			599570.3655	506303.4038	829987.7161	546904.1455	585388.2039	590138.5059	2429439.6816	2891414.6758	3387539.1484	2093732.1953	1895347.3398	1947985.4062	46152.0840	19809.8019	0.0000	0.0000
sp|O00203|AP3B1_HUMAN	O00203	AP3B1_HUMAN	AP3B1	1094	false	false	Homo sapiens	AP-3 complex subunit beta-1	1:Experimental evidence at protein level	21.94	1.0000	0.9990	0.00000000000000	27	20	20	29	21	21	15059584	8074224	15059584	10K(304.2072), 11K(304.2072), 13K(304.2072), 1K(304.2072), 2M(15.9949), 3C(57.0215), 4M(15.9949), 6M(15.9949), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			1058865.7363	801788.0195	1315173.9746	1280664.7051	1429590.2793	1294492.1191	848505.1240	1046387.5127	1074046.7939	1323149.2715	1248699.8340	1269589.1992	32399.5439	17325.9193	0.0000	0.0000
sp|O00213|APBB1_HUMAN	O00213	APBB1_HUMAN	APBB1	710	false	false	Homo sapiens	Amyloid beta precursor protein binding family B member 1	1:Experimental evidence at protein level	9.30	1.0000	0.9990	0.00000000000000	7	5	7	7	5	7	3894755	2262930	3894755	12K(304.2072), 1C(57.0215), 2K(304.2072), 7C(57.0215), 8C(57.0215), 8K(304.2072), 9K(304.2072), N-term(304.2072)			337605.6250	292107.5273	435342.3867	226904.0684	220345.1797	236478.4141	253705.5645	309553.1953	328710.9863	257872.8672	221957.7207	238391.2383	8477.4773	4051.0996	0.0000	0.0000
sp|O00231|PSD11_HUMAN	O00231	PSD11_HUMAN	PSMD11	422	false	false	Homo sapiens	26S proteasome non-ATPase regulatory subunit 11	1:Experimental evidence at protein level	56.64	1.0000	0.9990	0.00000000000000	26	26	26	41	41	41	66310564	66310564	66310564	10K(304.2072), 11K(304.2072), 12K(304.2072), 12M(15.9949), 13K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 1C(57.0215), 1K(304.2072), 2M(15.9949), 4M(15.9949), 5M(15.9949), 7K(304.2072), 8C(57.0215), 8K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			2770286.6602	2172760.6943	3863657.8213	3532098.0186	3563958.2441	3650105.6562	1417429.1406	1576730.5400	1573602.3760	2000175.0674	1596869.7520	1898002.9863	58727.3467	30126.4956	0.0000	0.0000
sp|O00232|PSD12_HUMAN	O00232	PSD12_HUMAN	PSMD12	456	false	false	Homo sapiens	26S proteasome non-ATPase regulatory subunit 12	1:Experimental evidence at protein level	33.77	1.0000	0.9990	0.00000000000000	19	19	19	42	42	42	52850366	52850366	52850366	10K(304.2072), 10M(15.9949), 11K(304.2072), 13K(304.2072), 14K(304.2072), 19K(304.2072), 1K(304.2072), 20K(304.2072), 3M(15.9949), 5M(15.9949), 6K(304.2072), 7C(57.0215), 7K(304.2072), 8M(15.9949), 9K(304.2072), N-term(304.2072)			1884719.8633	1471398.7344	2495790.3906	2433847.3906	2481243.8145	2520918.5293	1124893.8076	1254353.4395	1282147.2598	1545849.8506	1283602.7070	1574892.2422	39395.4644	30053.7697	2520.7985	0.0000
sp|O00258|GET1_HUMAN	O00258	GET1_HUMAN	GET1	174	false	false	Homo sapiens	Guided entry of tail-anchored proteins factor 1	1:Experimental evidence at protein level	16.09	1.0000	0.9990	0.00000000000000	3	3	3	10	10	10	6907758	6907758	6907758	6M(15.9949), 7K(304.2072), 8M(15.9949), 9M(15.9949), N-term(304.2072)			146468.1260	121438.4214	188669.9526	111995.8643	117383.5082	119843.9434	449812.4473	503102.1797	587817.4375	566556.2480	508341.3789	578208.1699	10782.0503	3722.9203	0.0000	0.0000
sp|O00264|PGRC1_HUMAN	O00264	PGRC1_HUMAN	PGRMC1	195	false	false	Homo sapiens	Membrane-associated progesterone receptor component 1	1:Experimental evidence at protein level	36.92	1.0000	0.9990	0.00000000000000	9	8	8	12	11	11	29558390	26246408	29558390	18K(304.2072), 1K(304.2072), 3K(304.2072), 3M(15.9949), 8K(304.2072), N-term(304.2072)			398776.9287	278376.0757	496403.8047	276109.6064	284357.0093	293211.7002	897049.5176	927236.8672	1035209.0469	815058.5195	736208.6309	713702.5410	20884.3019	12016.6816	0.0000	0.0000
sp|O00267|SPT5H_HUMAN	O00267	SPT5H_HUMAN	SUPT5H	1087	false	false	Homo sapiens	Transcription elongation factor SPT5	1:Experimental evidence at protein level	15.36	1.0000	0.9990	0.00000000000000	14	14	14	16	16	16	5292444	5292444	5292444	12M(15.9949), 13K(304.2072), 3M(15.9949), 5K(304.2072), 5M(15.9949), 6K(304.2072), 7M(15.9949), 8K(304.2072), 9K(304.2072), N-term(304.2072)			472686.8643	363059.0933	622081.9863	710394.7363	736623.1289	838435.2676	382886.6304	452035.9902	445047.6094	575049.2725	495835.8428	538729.8438	8005.7097	3983.1608	0.0000	0.0000
